Date,PRECTOTCORR,WS2M,T2M_RANGE,T2M_MAX,T2M_MIN,PS,ALLSKY_SFC_SW_DWN,RH2M,T2MDEW,RainStatus
11/9/1986,7.61,1.25,7.07,30.59,23.52,100.89,17.37,82.9,23.48,1
11/10/1986,0,2.18,6.62,29.85,23.23,101.04,18.38,84.27,22.86,0
11/11/1986,0,2.71,7.57,29.24,21.67,100.95,15.72,81.28,21.2,0
11/12/1986,0.42,1.67,8.28,29.46,21.18,100.82,20.8,84.04,22.18,1
11/13/1986,1.75,0.82,7.83,30.82,22.99,100.8,14.39,83.99,23.5,1
11/14/1986,6.62,1.08,4.82,27.8,22.98,100.92,14.35,86.58,22.8,1
11/15/1986,13.44,1.03,5.16,28.19,23.03,100.91,13.55,89.36,23.57,1
11/16/1986,14.19,1.17,6.81,29.53,22.72,100.86,17.41,88.52,23.64,1
11/17/1986,22.32,1.43,3.43,26.64,23.21,100.87,17.17,93.37,23.45,1
11/18/1986,0,1.82,5.28,28.44,23.16,100.98,14.82,88.45,22.95,0
11/19/1986,0,1.44,6.62,29.2,22.58,100.98,19.49,84.85,22.46,0
11/20/1986,0.9,1.54,8.72,29.88,21.16,100.94,21.53,84.09,22.39,1
11/21/1986,3.31,2.08,6.7,29.36,22.66,101.02,19.68,85.71,22.83,1
11/22/1986,0,2.24,6.24,28.36,22.12,101.04,21.23,84.13,21.4,0
11/23/1986,0,2.44,7.44,28.35,20.91,101.01,19.94,82.38,20.32,0
11/24/1986,0.26,2.88,7.78,28.34,20.56,101.07,15.11,81.84,20.22,1
11/25/1986,1.93,2.75,5.08,26.31,21.23,101.18,19.32,88.88,21.57,1
11/26/1986,4.94,3.06,4.37,26.67,22.3,101.18,17.17,91.04,22.71,1
11/27/1986,0,2.69,6.19,28.85,22.66,101.2,16.35,87.46,22.83,0
11/28/1986,0,3.09,7.02,28.05,21.03,101.19,21.48,82.94,21.17,0
11/29/1986,0,3.45,7.9,28.88,20.98,101.25,18.4,82.17,20.9,0
11/30/1986,0,3.87,5.89,25.45,19.56,101.28,17.32,82,18.84,0
12/1/1986,0,3.5,9.14,28.56,19.42,101.1,22.35,81.78,20.01,0
12/2/1986,1.35,3.36,6.28,27.49,21.21,100.99,19.21,86.39,21.57,1
12/3/1986,1.25,3.13,4.38,26.75,22.37,100.91,10.53,91.97,22.79,1
12/4/1986,0.11,1.39,7.3,29.88,22.58,101.04,13.98,81.73,22.24,1
12/5/1986,0.01,1.54,8.5,30.86,22.36,100.99,16.9,80.58,22.56,1
12/6/1986,0.03,1.1,6.67,29.98,23.31,101.18,16.19,80.34,22.25,1
12/7/1986,0.01,2.05,8.56,31.02,22.46,101.2,16.79,80.16,22.02,1
12/8/1986,0.03,2.87,8.37,29.89,21.52,101.18,19.58,79.07,20.98,1
12/9/1986,3.84,3.12,9.49,30.08,20.59,101.23,17.81,81.01,21.33,1
12/10/1986,0,2.96,9.57,29.51,19.94,101.23,20.68,77.35,19.79,0
12/11/1986,0,2.4,10.81,29.24,18.43,101.17,21.04,75.16,18.2,0
12/12/1986,0,1.99,12.07,29.81,17.74,101.13,21.28,75.62,18,0
12/13/1986,0,1.61,12.97,29.96,16.99,101.19,21.25,72.68,17.5,0
12/14/1986,0,1.64,12.14,30.66,18.52,101.19,20.71,75.85,19.29,0
12/15/1986,0,1.45,11.17,31.47,20.3,101.12,21.11,74.61,20.27,0
12/16/1986,0,1.48,11.71,32.18,20.47,101.09,21.34,74.39,20.69,0
12/17/1986,0,0.87,9.51,32.31,22.8,101.18,21,73.03,21.43,0
12/18/1986,0,1.13,10.99,33.32,22.33,101.21,20.42,72.07,21.31,0
12/19/1986,0,2.49,9.96,33.04,23.08,101.34,20.97,68.96,19.95,0
12/20/1986,0,2.34,11.45,31.63,20.18,101.38,20.84,70.39,18.74,0
12/21/1986,0,2.58,13.02,31.6,18.58,101.46,21.38,69.6,17.62,0
12/22/1986,0,2.3,13.19,31.24,18.05,101.43,20.73,67.92,17.39,0
12/23/1986,0,2.17,12.9,31.12,18.22,101.32,19.97,66.64,16.37,0
12/24/1986,0,2.31,14.16,32.61,18.45,101.19,20.07,68.36,17.93,0
12/25/1986,0,3.31,13,33.98,20.98,101.09,20.93,66.09,19.4,0
12/26/1986,0,2.47,10.98,33.77,22.79,101.05,15.73,68.32,20.86,0
12/27/1986,0,2.36,11.62,34.65,23.03,101.17,17.91,64.94,20.09,0
12/28/1986,0,2.64,11.14,33.75,22.61,101.21,15.46,65.44,19.95,0
12/29/1986,0,1.74,12.36,32.63,20.27,101.16,21.54,61.65,17.41,0
12/30/1986,0,1.12,13.97,34.12,20.15,101.09,21.91,64.28,18.78,0
12/31/1986,0,0.9,11.94,33.84,21.9,101.13,19.73,67.91,20.47,0
1/1/1987,0,0.81,11.82,34.23,22.41,101.01,20.21,66.94,20.38,0
1/2/1987,0,0.99,12.54,34.38,21.84,100.89,20.88,64.42,19.44,0
1/3/1987,0,1.53,12.88,34.38,21.5,100.95,18.09,66.94,20.04,0
1/4/1987,0,1.25,13.07,34.8,21.73,100.98,20.85,65.51,20.13,0
1/5/1987,0,1.62,13.17,35.7,22.53,101.02,20.34,65.67,20.51,0
1/6/1987,0,2.1,13.13,35.68,22.55,101.12,21.59,60.03,18.99,0
1/7/1987,0,2.79,12.13,33.4,21.27,101.24,21.37,57.65,17.03,0
1/8/1987,0,3.11,12.93,34.55,21.62,101.2,20.7,55.1,17.26,0
1/9/1987,0,1.64,13.33,34.57,21.24,101.11,22.49,57.64,17.89,0
1/10/1987,0,1.79,12.79,35.08,22.29,101.14,21.88,58.57,18.1,0
1/11/1987,0,1.86,12.53,34.99,22.46,101.17,19.95,59.24,18.24,0
1/12/1987,0,2.61,11.87,33.28,21.41,101.3,20.65,57.42,16.59,0
1/13/1987,0,3.44,12.83,32.88,20.05,101.35,20.75,51.89,14.23,0
1/14/1987,0,2.37,14.62,32.98,18.36,101.27,21.17,53.4,14.42,0
1/15/1987,0,1.31,14.92,33.8,18.88,101.19,21.92,55.77,15.74,0
1/16/1987,0,0.71,13.63,34.03,20.4,101.22,21.36,60.33,17.78,0
1/17/1987,0,1.67,13.23,34.59,21.36,101.21,20.67,54.46,16.51,0
1/18/1987,0,0.92,13.87,34.4,20.53,101.1,22.41,53.18,15.84,0
1/19/1987,0,1.02,14.07,35.1,21.03,101.11,21.33,52.23,16.25,0
1/20/1987,0.04,1.14,13.99,36.1,22.11,101.02,21.27,53.44,17.58,1
1/21/1987,2.47,1.8,11.2,34.36,23.16,101,18.57,66.08,20.46,1
1/22/1987,0,1.27,13.6,36.21,22.61,100.98,18.47,56.26,18.07,0
1/23/1987,0,1.23,14.58,36.21,21.63,101.08,20.48,54.24,17.59,0
1/24/1987,0,2.16,12.94,36.18,23.24,101.12,23.11,52.03,17.14,0
1/25/1987,0,3.06,14.65,35.7,21.05,101.15,21.31,45.14,14.28,0
1/26/1987,0,3.25,13.08,34.61,21.53,101.33,21.67,44.61,13.7,0
1/27/1987,0,3.5,12.79,34.22,21.43,101.49,22.88,44.52,14.05,0
1/28/1987,0,3.14,12.75,33.65,20.9,101.48,22.74,45.68,13.58,0
1/29/1987,0,1.81,14.77,35.13,20.36,101.34,22.66,45.07,13.66,0
1/30/1987,0,1.43,13.5,35.93,22.43,101.38,21.24,48.48,16,0
1/31/1987,0,2.31,12.06,36.05,23.99,101.37,22.66,44.47,15.26,0
2/1/1987,0,2.43,14.2,35.74,21.54,101.29,23.2,40.87,12.7,0
2/2/1987,0,2.66,14.54,35.27,20.73,101.38,23,41.18,12.16,0
2/3/1987,0,3.36,14.08,34.73,20.65,101.51,23.96,41.17,12.25,0
2/4/1987,0,2.79,14.49,34.48,19.99,101.5,24.25,41.79,12.26,0
2/5/1987,0,2.45,14.29,35.28,20.99,101.32,23.65,42.04,12.55,0
2/6/1987,0,1.17,13.72,34.8,21.08,101.28,23.22,46.39,13.72,0
2/7/1987,0,1.21,14,35.56,21.56,101.21,23.35,47.64,14.91,0
2/8/1987,0,1.56,14.56,36.42,21.86,101.15,22.86,46.49,15.2,0
2/9/1987,0,1.59,14.02,36.71,22.69,101.1,22.03,48.91,16.73,0
2/10/1987,0,1.65,14.06,37.26,23.2,101.08,21.71,48.78,16.93,0
2/11/1987,0,2.18,14.2,37.54,23.34,101.09,21.44,49.94,17.42,0
2/12/1987,0,2.04,13.34,37.64,24.3,101.1,20.93,49.34,17.71,0
2/13/1987,0,2.69,12.92,37.35,24.43,101.12,21.43,50.7,18.03,0
2/14/1987,0,2.4,14.17,37.43,23.26,101.12,23.67,51.38,17.63,0
2/15/1987,0,2.46,14.66,37.42,22.76,101.09,22.85,50.89,17.11,0
2/16/1987,0,2.25,14.59,37.55,22.96,101.04,22.58,50.65,17.08,0
2/17/1987,0,2.51,13.44,36.88,23.44,101.03,22.6,52.12,17.9,0
2/18/1987,0,2.93,14.33,38.03,23.7,101.05,22.69,50.43,17.9,0
2/19/1987,0,2.34,13.73,37.66,23.93,101.09,19.95,53,18.52,0
2/20/1987,0,2.14,15.6,38.7,23.1,101.13,23.46,46.98,15.29,0
2/21/1987,0,2.35,16.13,38.33,22.2,101.16,19.74,47.84,14.3,0
2/22/1987,0,1.8,15.44,37.63,22.19,101.15,22.68,48.94,15.47,0
2/23/1987,0,2.38,14.41,37.73,23.32,101.12,24,49.4,16.84,0
2/24/1987,0,2.35,13.43,38.03,24.6,101.05,21.16,49.78,18.11,0
2/25/1987,0.01,2.77,13.45,38.67,25.22,101.1,21.86,47.56,17.47,1
2/26/1987,0.18,2.55,14.78,38.08,23.3,101.07,18.55,48.13,17.44,1
2/27/1987,0.46,1.53,14.37,39.54,25.17,101.07,21.61,46.88,18.06,1
2/28/1987,4.37,2.1,11.23,37.32,26.09,101.08,20.72,53.27,19.91,1
3/1/1987,2.16,1.72,7.58,33.18,25.6,101.26,13.52,57.62,19.2,1
3/2/1987,3.75,2.24,11.78,36.33,24.55,101.32,17.61,57.17,19.47,1
3/3/1987,0,0.98,11.31,35.63,24.32,101.26,20.46,53.61,18.59,0
3/4/1987,0,1.44,10.78,35.72,24.94,101.15,18.03,53.02,18.83,0
3/5/1987,0.57,2.29,13.87,37.96,24.09,101.17,21.06,50.04,18.11,1
3/6/1987,0.01,1.64,13.74,38.06,24.32,101.08,19.38,52.29,19.07,1
3/7/1987,0.01,2.95,13.37,38.76,25.39,100.82,20.95,49.25,18.93,1
3/8/1987,0.01,3.1,15,39.73,24.73,100.75,22.21,46.65,17.48,1
3/9/1987,0,2.81,13.73,39.66,25.93,100.78,24.87,47.28,18.2,0
3/10/1987,0,3.26,14.63,40.03,25.4,100.75,23.64,47.42,18.53,0
3/11/1987,0.01,3.19,13.68,39.08,25.4,100.71,21.45,45.09,17.17,1
3/12/1987,0,3.38,14.73,39.06,24.33,100.74,23.61,46.93,17.68,0
3/13/1987,0,2.36,14.39,38.84,24.45,100.81,23.47,47.04,17.73,0
3/14/1987,0,3.26,14.23,40.16,25.93,100.8,21.35,45.76,18.31,0
3/15/1987,0,2.89,12.83,39.32,26.49,100.79,24.78,48.42,18.97,0
3/16/1987,0,3.51,12.21,39.17,26.96,100.73,24.94,49.55,19.6,0
3/17/1987,0,3.13,10.43,37.19,26.76,100.74,24.44,50.21,19.51,0
3/18/1987,0,3.31,12.79,39.91,27.12,100.78,23.17,50.16,20.03,0
3/19/1987,0,3.23,12.49,39.17,26.68,100.67,23.9,51.76,19.94,0
3/20/1987,0,3.53,15.41,40.82,25.41,100.62,24.25,51.35,18.91,0
3/21/1987,0,3.89,13.49,39.63,26.14,100.75,25.13,54.74,20.41,0
3/22/1987,0,3.09,13.49,39.48,25.99,100.88,23.19,51.51,19.61,0
3/23/1987,0,3.06,11.63,37.88,26.25,100.83,23.51,53.07,20.41,0
3/24/1987,0,2.79,14.84,41.25,26.41,100.72,24.1,46.72,18.8,0
3/25/1987,0,3.04,14.12,41.17,27.05,100.8,22.2,46.61,19.44,0
3/26/1987,0.57,3.78,14.26,40.61,26.35,100.89,22.63,49.55,19.71,1
3/27/1987,0.25,3.88,13.1,40.32,27.22,100.89,19.55,46.85,18.57,1
3/28/1987,0.05,2.85,11.7,38.21,26.51,100.96,24.09,49.09,18.81,1
3/29/1987,0.07,3.24,12.21,38.05,25.84,101.01,21.52,48.87,18.44,1
3/30/1987,0.01,3.41,14.26,40.01,25.75,101,22.88,49.82,18.84,1
3/31/1987,0.01,3.56,14.18,40.53,26.35,100.93,22.43,47.25,18.13,1
4/1/1987,1.5,2.43,13.7,39.76,26.06,100.75,22.04,48.57,19.26,1
4/2/1987,0.01,2.28,13.58,40.1,26.52,100.68,21.55,45.7,18.94,1
4/3/1987,0.09,2.98,10.02,37.94,27.92,100.69,21.46,48.77,20.01,1
4/4/1987,0.57,2.92,12.03,39.6,27.57,100.73,20.47,47.81,19.64,1
4/5/1987,0,3.31,11,38.47,27.47,100.7,21.65,47.65,19.39,0
4/6/1987,0,3.6,13.08,39.97,26.89,100.62,22.93,49.8,19.58,0
4/7/1987,0,3.7,14.81,40.71,25.9,100.67,23.25,51.21,19.73,0
4/8/1987,0.07,3.57,11.8,38.22,26.42,100.74,19.18,55.26,20.64,1
4/9/1987,0.19,2.91,12.51,39.5,26.99,100.82,21.59,51.21,20.15,1
4/10/1987,0,2.89,8.16,35.87,27.71,100.88,24.17,56.7,21.16,0
4/11/1987,0.03,2.66,15.3,40.86,25.56,100.81,25.28,48.97,18.5,1
4/12/1987,0,2.62,16.37,42,25.63,100.78,26.01,48.06,18.63,0
4/13/1987,0,3.55,13.89,41.01,27.12,100.82,26.91,50.29,20.32,0
4/14/1987,0.07,2.51,10.35,38.54,28.19,100.89,18.03,50.16,20.18,1
4/15/1987,1.39,2.83,12.8,39.76,26.96,100.91,22.52,47.42,19.87,1
4/16/1987,0.98,2.43,12.91,41.09,28.18,100.91,22.89,45.72,19.65,1
4/17/1987,0.11,2.53,11.52,39.93,28.41,100.93,19.57,48.84,20.32,1
4/18/1987,0.02,1.59,5.95,33.76,27.81,100.9,18.5,58.78,21.5,1
4/19/1987,0.18,1.91,11.88,39.37,27.49,100.78,21.53,49.21,20.44,1
4/20/1987,1.38,3.09,11.59,39.89,28.3,100.79,23.57,48.23,20.56,1
4/21/1987,2.82,3.57,13.26,41.09,27.83,100.81,23.72,48.65,20.09,1
4/22/1987,0.1,2.41,11.75,39.36,27.61,100.94,17.58,48.4,19.5,1
4/23/1987,2.48,2.29,12.28,39.8,27.52,100.81,24.79,49.17,20.37,1
4/24/1987,0.04,3.08,8.22,36.55,28.33,100.83,24.93,55.57,21.51,1
4/25/1987,0.79,1.73,7.99,35.56,27.57,100.86,21.18,56.13,21.48,1
4/26/1987,0.05,1.72,8.9,36.28,27.38,100.88,20.48,55.55,21.22,1
4/27/1987,1.54,2.22,10.21,37.92,27.71,100.88,21.61,50.89,20.54,1
4/28/1987,0.75,2.84,13.03,39.94,26.91,100.89,23.52,49.5,19.59,1
4/29/1987,0.03,2.59,11.58,39.63,28.05,100.78,21.58,47.99,19.86,1
4/30/1987,0,3.21,12.67,40.12,27.45,100.77,24.03,47.04,19.68,0
5/1/1987,0.01,2.97,11.99,39.61,27.62,100.78,24.59,50.86,20.94,1
5/2/1987,0.08,2.08,6.3,34.7,28.4,100.84,21.82,58.09,21.61,1
5/3/1987,0.04,1.76,9.3,36.82,27.52,100.77,20.47,52.75,20.96,1
5/4/1987,0.2,3.15,7.35,35.31,27.96,100.82,14.71,57.96,21.22,1
5/5/1987,12.88,2.68,11.88,37.51,25.63,100.75,20.34,62.77,22.12,1
5/6/1987,1.58,3.05,9.32,35.16,25.84,100.81,16.47,69.15,22.85,1
5/7/1987,0.26,2.67,14.09,38.88,24.79,100.68,19.1,60.46,21.63,1
5/8/1987,1.35,2.62,11.87,37.71,25.84,100.72,23.07,62.4,22.31,1
5/9/1987,0.11,1.98,8.1,34.46,26.36,100.89,26.1,65.69,22.45,1
5/10/1987,0.22,1.39,8.7,34.85,26.15,100.92,20.9,61.71,21.78,1
5/11/1987,0.13,2.35,12.71,38.25,25.54,100.88,23.98,53.57,20.08,1
5/12/1987,1.51,2.31,12.6,39.52,26.92,100.82,23.99,49.54,20.03,1
5/13/1987,0.25,1.18,12.55,40,27.45,100.88,22.23,47.08,19.28,1
5/14/1987,0.14,1.45,11.63,39,27.37,100.93,19.78,43.96,18.35,1
5/15/1987,0.2,2.36,12.62,39.83,27.21,100.89,25.53,43.99,18.73,1
5/16/1987,0,2.52,13.71,40.94,27.23,100.83,25.8,44.67,18.96,0
5/17/1987,0.01,3.19,11.8,39.11,27.31,100.73,24.55,52.52,21.09,1
5/18/1987,1.04,3.45,12.37,39.33,26.96,100.66,18.54,53.98,21.06,1
5/19/1987,8.4,2.78,9.65,36.43,26.78,100.75,20,63.99,22.82,1
5/20/1987,1.98,2.83,10.67,36.7,26.03,100.68,20.59,63.33,22.45,1
5/21/1987,0.01,2.84,12.6,38.79,26.19,100.51,25.37,58.94,21.81,1
5/22/1987,0.03,3.4,12.14,39.21,27.07,100.37,25.17,56.29,21.56,1
5/23/1987,0.86,3.26,12.91,39.54,26.63,100.43,24.33,55.32,21.69,1
5/24/1987,0.01,3.28,12.83,40.12,27.29,100.55,25.24,52.63,21.22,1
5/25/1987,0.05,2.59,9.96,37.84,27.88,100.68,26.19,53.14,21.06,1
5/26/1987,0.05,2.84,10.14,37.36,27.22,100.7,26,55.02,21.43,1
5/27/1987,0.02,1.82,11.22,38.23,27.01,100.68,23.77,52.93,20.69,1
5/28/1987,0.58,1.63,9.15,36.64,27.49,100.74,22.72,53.94,20.11,1
5/29/1987,0.66,1.61,8.16,34.12,25.96,100.82,17.28,59.23,20.59,1
5/30/1987,0.11,2.07,9.16,35.44,26.28,100.82,22.53,55.11,20.47,1
5/31/1987,0.16,1.9,11.8,38.41,26.61,100.68,24.27,50.24,20.14,1
6/1/1987,3.79,2.36,11.32,39.04,27.72,100.59,22.05,55.1,21.7,1
6/2/1987,1.12,1.68,10.38,37.92,27.54,100.62,23.54,57.49,21.59,1
6/3/1987,10.28,2.18,7.39,34.41,27.02,100.59,22.72,65.87,22.59,1
6/4/1987,1.47,2.28,5.86,31.87,26.01,100.54,21.95,76.23,23.83,1
6/5/1987,1.01,1.83,6.82,32.4,25.58,100.68,21.27,74.24,23.11,1
6/6/1987,2.97,1.62,6.45,32.18,25.73,100.69,20.68,72.46,22.8,1
6/7/1987,4.57,1.62,9.7,34.84,25.14,100.57,21.49,72.85,23.07,1
6/8/1987,1.74,2.36,12.28,37.09,24.81,100.45,22.14,67.81,22.84,1
6/9/1987,4.03,1.58,12.68,37.76,25.08,100.6,17.87,65.59,22.63,1
6/10/1987,9.34,1.32,7.69,34.09,26.4,100.76,17.35,72.29,23.81,1
6/11/1987,7.85,2.24,10.37,35.68,25.31,100.79,19.69,72.3,23.32,1
6/12/1987,2.9,2.84,9.22,34.8,25.58,100.67,17.01,75.31,23.98,1
6/13/1987,1.18,3.03,6.9,32.52,25.62,100.49,17.61,76.38,23.89,1
6/14/1987,3.08,3.25,8.09,33.55,25.46,100.43,16.82,77.18,23.76,1
6/15/1987,4.93,3.14,4.96,30.46,25.5,100.6,12.6,83.22,24.2,1
6/16/1987,2.66,2.19,7.21,32.01,24.8,100.77,18.01,80.15,23.67,1
6/17/1987,17.55,2.28,6.7,31.5,24.8,100.66,17.09,82.05,24.12,1
6/18/1987,24.28,2.92,5.1,30.18,25.08,100.46,17.17,88.32,24.96,1
6/19/1987,14.78,2.75,4.42,29.54,25.12,100.42,12.94,87.68,24.59,1
6/20/1987,9.15,2.64,6.66,31.3,24.64,100.58,17.18,85.84,24.68,1
6/21/1987,0.21,2.13,6.17,31.01,24.84,100.85,20.8,83.43,24.25,1
6/22/1987,0.2,1.52,9.9,34.23,24.33,100.82,18.16,75.89,23.83,1
6/23/1987,0.15,2.15,8.73,33.61,24.88,100.71,19.84,76.21,24.06,1
6/24/1987,1.37,2.48,9.03,34.35,25.32,100.63,22.01,76.93,24.3,1
6/25/1987,7.52,2.07,6.96,32.37,25.41,100.68,19.39,81.47,24.42,1
6/26/1987,6.72,2.48,7.34,32.11,24.77,100.67,22.92,82.17,24.47,1
6/27/1987,16.8,2.78,4.57,29.48,24.91,100.68,22.42,90,25.08,1
6/28/1987,6.84,2.85,6.34,30.5,24.16,100.7,19.63,84.74,24.08,1
6/29/1987,4.02,1.92,7.46,31.01,23.55,100.65,20.13,83.21,23.79,1
6/30/1987,7.52,2.7,7.17,31.76,24.59,100.65,20.42,82.86,24.31,1
7/1/1987,3.1,2.94,5.26,29.9,24.64,100.82,14.67,85.1,24.01,1
7/2/1987,2.5,2.78,6.13,30.37,24.24,100.9,9.95,84.1,23.53,1
7/3/1987,12.23,2.98,4.84,28.34,23.5,100.91,13.2,85.96,23.1,1
7/4/1987,22.21,2.72,9.09,31.59,22.5,100.81,14.57,83.92,23.45,1
7/5/1987,10.43,3.06,6.4,30.08,23.68,100.93,16.64,84.14,23.3,1
7/6/1987,9.7,2.86,7.85,31.21,23.36,100.88,20.53,82.54,23.22,1
7/7/1987,1.43,2.27,8.37,31.41,23.04,100.74,19.42,81.64,23.51,1
7/8/1987,7.97,2.43,5.59,29.87,24.28,100.72,19.42,85.82,24.05,1
7/9/1987,5.89,1.97,4.74,28.73,23.99,100.88,20.39,88.11,23.93,1
7/10/1987,5.36,2.01,7.54,30.81,23.27,100.8,21.21,84.13,23.84,1
7/11/1987,2.91,2.39,6.31,29.99,23.68,100.71,20.63,86.74,24.2,1
7/12/1987,3.89,2.43,6.27,30.23,23.96,100.6,21.71,87.59,24.42,1
7/13/1987,2.27,3.06,3.38,28.24,24.86,100.59,21.72,90.37,24.67,1
7/14/1987,0.88,3.05,4.94,30.09,25.15,100.62,15.57,88.31,24.76,1
7/15/1987,1.64,3.27,6.26,30.96,24.7,100.53,22.64,85.25,24.42,1
7/16/1987,2.07,2.89,5.96,30.48,24.52,100.4,17.09,83.91,23.88,1
7/17/1987,5.53,2.83,7.56,31.28,23.72,100.5,18.82,83.87,23.98,1
7/18/1987,2.41,2.26,5.58,30.09,24.51,100.71,12.12,86.89,24.29,1
7/19/1987,1.29,2.13,6.76,30.08,23.32,100.72,21.69,84.53,23.66,1
7/20/1987,2.35,2.35,5.78,30.49,24.71,100.6,18.23,84.69,24.05,1
7/21/1987,0.25,2.58,7.67,31.8,24.13,100.55,21.12,83.75,24.43,1
7/22/1987,0.05,2.11,7.31,32.25,24.94,100.65,22.71,83.19,24.71,1
7/23/1987,0.08,2.3,7.71,32.47,24.76,100.68,24.16,78.94,23.57,1
7/24/1987,0.34,2,10.14,33.91,23.77,100.69,24.87,78.43,24.08,1
7/25/1987,0.03,1.8,9.54,33.82,24.28,100.65,25.21,75.72,23.66,1
7/26/1987,0.3,2.62,8.56,33.11,24.55,100.69,24.25,78.05,24.07,1
7/27/1987,0.27,2.52,9.22,33.78,24.56,100.7,23.21,77.2,24,1
7/28/1987,2.78,2.77,8.31,33.34,25.03,100.75,21.33,79.14,24.28,1
7/29/1987,22.33,2.24,7.48,32.02,24.54,100.8,16.87,82.51,24.53,1
7/30/1987,2.69,2.37,5.45,30.58,25.13,100.82,18.24,85.34,24.64,1
7/31/1987,0.8,1.65,7.18,31.29,24.11,100.86,16.9,78.82,23.03,1
8/1/1987,1.1,2,7.41,31.36,23.95,100.88,23.38,80.84,23.31,1
8/2/1987,0.95,2.15,9.06,32.58,23.52,100.9,18.79,78.5,23.11,1
8/3/1987,1.8,1.66,8.04,31.52,23.48,101.01,22.54,78.96,23.06,1
8/4/1987,0.33,1.7,7.43,31.24,23.81,100.92,22.27,79.03,23.02,1
8/5/1987,0.04,1.51,9.22,33.23,24.01,100.79,24.25,74.86,22.86,1
8/6/1987,0.22,1.64,10.32,34.61,24.29,100.73,24.76,73.09,23.05,1
8/7/1987,2.12,1.6,9.5,33.5,24,100.71,24.05,75.95,23.49,1
8/8/1987,0.19,2.05,10.4,34.73,24.33,100.59,24.31,73.04,23.11,1
8/9/1987,1.99,1.9,6.42,30.87,24.45,100.62,23.01,81.31,23.87,1
8/10/1987,1.72,2.23,9.82,33.51,23.69,100.67,18.07,76.61,23.36,1
8/11/1987,1.88,1.28,8.6,33.36,24.76,100.69,19.38,75.57,23.3,1
8/12/1987,11.96,1.14,7.04,31.78,24.74,100.65,19.38,81.14,24.26,1
8/13/1987,4.17,1.17,6.89,31.92,25.03,100.55,19.04,80.76,24.19,1
8/14/1987,14.67,1.8,7.18,31.66,24.48,100.42,17,84.44,24.45,1
8/15/1987,9.41,3.14,4.53,29.91,25.38,100.31,16.32,88.26,24.97,1
8/16/1987,5.42,3.26,5.51,30.31,24.8,100.25,16.3,87.65,24.86,1
8/17/1987,10.19,3.68,4.49,29.74,25.25,100.38,13.23,87.83,24.64,1
8/18/1987,3.21,2.9,5.68,30.92,25.24,100.62,16.74,85.07,24.58,1
8/19/1987,1.98,2.09,6.43,31.13,24.7,100.7,21.49,85.19,24.58,1
8/20/1987,10.27,2.58,6.18,30.6,24.42,100.57,20.41,87.82,24.78,1
8/21/1987,5.6,3.33,4.16,28.8,24.64,100.4,9.31,90.96,24.78,1
8/22/1987,5.78,4.29,4.84,29.2,24.36,100.47,10.48,88.61,24.09,1
8/23/1987,27.28,3.45,4.24,28.91,24.67,100.78,10.53,90.72,24.67,1
8/24/1987,0.23,1.52,8.35,32.06,23.71,100.96,13.4,80.44,23.9,1
8/25/1987,0.47,1.52,7.06,31.52,24.46,100.94,15.62,81.58,24.12,1
8/26/1987,1.66,1.79,7.21,31.63,24.42,100.85,20.72,81.48,23.87,1
8/27/1987,6.32,2.29,5.18,29.37,24.19,100.85,19.73,88.9,24.37,1
8/28/1987,1,2.39,6.96,30.84,23.88,100.82,18.16,85.51,24.29,1
8/29/1987,0.05,2.48,6.94,31.27,24.33,100.78,17.58,84.02,24.3,1
8/30/1987,0.08,2.64,6.14,30.64,24.5,100.77,21.29,85.39,24.46,1
8/31/1987,0.55,2.95,6.47,30.62,24.15,100.78,20.03,85.08,24.26,1
9/1/1987,2.23,2.59,5.48,29.8,24.32,100.76,20.14,86.97,24.16,1
9/2/1987,3.43,2.72,6.94,30.84,23.9,100.73,13.04,83.67,23.66,1
9/3/1987,3.51,2.19,6.88,29.88,23,100.74,21.65,85.17,23.48,1
9/4/1987,14.94,2.24,5.02,28.54,23.52,100.58,18.92,90.24,24.22,1
9/5/1987,8.82,3.31,6.05,30.36,24.31,100.37,15.73,88.45,24.35,1
9/6/1987,9.01,3.41,6.32,30.59,24.27,100.45,16.06,85.67,23.84,1
9/7/1987,0.09,3.12,8.44,32.22,23.78,100.59,20.51,80.84,23.66,1
9/8/1987,0.56,2.38,7.95,31.31,23.36,100.62,19.93,83.09,23.96,1
9/9/1987,5.13,2.76,5.37,30.16,24.79,100.54,15.74,88.74,24.89,1
9/10/1987,26.77,2.65,3.58,28.42,24.84,100.48,7.86,91.9,24.8,1
9/11/1987,8.65,2.48,4.43,28.73,24.3,100.51,11.97,90.32,24.5,1
9/12/1987,4.58,1.83,3.17,27.45,24.28,100.55,12.72,92.5,24.34,1
9/13/1987,3.78,2.23,5.38,29.63,24.25,100.49,9.08,90.12,24.85,1
9/14/1987,0.95,2.04,4.63,28.69,24.06,100.52,10.35,90.69,24.52,1
9/15/1987,1.47,1.67,5.21,29.47,24.26,100.62,17.79,87.46,24.1,1
9/16/1987,7.99,1.2,7.31,31.48,24.17,100.65,17.92,85.02,24.51,1
9/17/1987,0.88,2.33,6.18,30.57,24.39,100.75,14.93,86.71,24.48,1
9/18/1987,0.4,2.02,5.35,29.37,24.02,100.93,16.9,86.58,24.07,1
9/19/1987,1.29,1.01,7.61,31.21,23.6,100.97,19.59,82.28,24.06,1
